,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
669,MAGDALENA-PUEBLOVIEJO,2018,Colombia,MAGDALENA,PUEBLOVIEJO,26419,13510,12909,,1,1567,1199,20183,3437,15492,2691,3043,8041,10999,1481,30,7124,1896,11707,5689,5427,1439,,,78,5253,2854,5226,25506,,23451,26205,6995,230,25981,13942,8577,4304,4273,,0,76,243,6991,678,5450,547,746,2423,3886,587,19,2046,402,4365,1821,1752,341,,,10,1687,884,1677,8337,,7155,8466,1709,30,8350,4343.0,puebloviejo,magdalena,magdalena,magdalena,100,18,magdalena,puebloviejo,puebloviejo,100,,,,,,,,,,,,,False
670,MAGDALENA-REMOLINO,2018,Colombia,MAGDALENA,REMOLINO,9555,4972,4583,,0,9,98,7310,1363,5743,1156,1390,3164,3674,420,19,3359,328,4059,2906,2893,372,,,175,2115,881,2041,9533,,556,9504,1517,664,9163,3463,6272,3198,3074,,0,9,73,4971,742,3941,633,799,1841,2726,326,17,2245,201,2678,1332,1322,104,,,2,1281,50,1208,6251,,18,6221,419,2,5885,191.0,remolino,magdalena,magdalena,magdalena,100,19,magdalena,remolino,remolino,100,,,,,,,,,,,,,False
671,MAGDALENA-SABANAS DE SAN ANGEL,2018,Colombia,MAGDALENA,SABANAS DE SAN ANGEL,14060,7554,6506,,1175,328,212,10014,2568,7315,1920,2552,5174,4276,531,42,4363,377,6064,4274,4222,1418,,,905,2733,1807,2884,13917,,6118,11255,6092,3619,11675,7474,4505,2283,2222,,36,300,105,3504,564,2589,408,565,1415,1676,384,24,1375,184,1955,1234,1204,87,,,5,413,59,567,4424,,72,1736,363,7,2167,213.0,sabanas san angel,magdalena,magdalena,magdalena,100,20,magdalena,sabanas san angel,sabanas san angel,100,,,,,,,,,,,,,False
672,MAGDALENA-SALAMINA,2018,Colombia,MAGDALENA,SALAMINA,9360,4765,4595,,8,40,995,7506,1070,5996,970,1757,2703,3436,644,27,2617,689,4352,2989,2829,165,,,87,990,355,1796,8990,,633,3725,536,252,6439,1222,6303,3134,3169,,3,39,751,5199,550,4248,468,739,1857,2627,498,22,1776,433,2942,1988,1893,51,,,28,339,56,1027,6041,,222,1220,150,92,3416,176.0,salamina,magdalena,magdalena,magdalena,100,21,magdalena,salamina,salamina,100,,,,,,,,,,,,,False
673,MAGDALENA-SAN SEBASTIAN DE BUENAVISTA,2018,Colombia,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,18865,9700,9165,,15,51,768,14850,2120,11280,1602,2088,6513,7202,1036,119,4436,1658,8724,5493,5425,1116,,,212,3487,3226,4455,18688,,6930,14811,4734,849,18252,13770,5771,2840,2931,,3,29,224,4686,516,3670,356,454,1575,2515,588,64,1220,853,2480,1747,1720,61,,,29,543,258,1447,5692,,261,2176,262,125,5508,1067.0,san sebastian buenavista,magdalena,magdalena,magdalena,100,22,magdalena,san sebastian buenavista,san sebastian buenavista,100,,,,,,,,,,,,,False
674,MAGDALENA-SAN ZENON,2018,Colombia,MAGDALENA,SAN ZENON,11279,5798,5481,,12,40,605,8715,1345,6328,1022,1216,4184,4019,587,39,3357,309,4988,3072,2973,658,,,138,1879,1975,2334,11052,,2099,8502,2862,533,10225,8830,1470,736,734,,1,13,140,1205,146,968,113,126,504,536,174,5,436,44,740,404,399,17,,,2,103,86,321,1462,,61,408,73,2,1272,329.0,san zenon,magdalena,magdalena,magdalena,100,23,magdalena,san zenon,san zenon,100,,,,,,,,,,,,,False
675,MAGDALENA-SANTA ANA,2018,Colombia,MAGDALENA,SANTA ANA,22723,11794,10929,,31,2814,861,17892,2475,13445,1873,2302,7511,8732,1627,176,7258,730,9704,6751,6441,931,,,1023,3248,4252,5637,22016,,5484,12683,3425,3313,22150,16792,13015,6473,6542,,25,778,525,10643,1018,8177,729,933,3761,5416,1369,165,4092,519,5539,3689,3480,68,,,27,746,1747,3125,12467,,608,3034,267,95,12470,7124.0,santa ana,magdalena,magdalena,magdalena,100,24,magdalena,santa ana,santa ana,100,,,,,,,,,,,,,False
676,MAGDALENA-SANTA BARBARA DE PINTO,2018,Colombia,MAGDALENA,SANTA BARBARA DE PINTO,9345,4816,4529,,8,381,521,7224,1281,5399,1011,994,3546,3247,666,41,2784,285,4298,3296,3244,474,,,483,1775,814,2476,9269,,1946,6555,1762,1730,9216,2897,5908,2978,2930,,1,271,303,4627,769,3476,581,587,2168,2027,571,33,1785,202,2675,1874,1840,162,,,16,835,240,1535,5866,,238,3131,644,40,5788,821.0,santa barbara pinto,magdalena,magdalena,magdalena,100,25,magdalena,santa barbara pinto,santa barbara pinto,100,,,,,,,,,,,,,False
677,MAGDALENA-SITIONUEVO,2018,Colombia,MAGDALENA,SITIONUEVO,25804,13417,12387,,6,26,1091,19068,4221,14427,3377,4125,8739,9226,1150,13,5459,3755,11219,6343,6133,1470,,,301,5886,4185,5693,25133,,13614,25525,6165,979,24674,18326,13290,6794,6496,,2,5,590,10411,1713,8077,1546,1919,4243,5095,833,11,1918,2711,6155,3307,3198,663,,,24,3089,1735,3022,12903,,1360,13034,2867,89,12750,7359.0,sitionuevo,magdalena,magdalena,magdalena,100,26,magdalena,sitionuevo,sitionuevo,100,,,,,,,,,,,,,False
678,MAGDALENA-TENERIFE,2018,Colombia,MAGDALENA,TENERIFE,12364,6564,5800,,9,583,855,9539,1675,7223,1357,1733,4014,4564,819,74,3761,402,5672,3928,3819,655,,,436,1951,2106,2877,12172,,4620,7982,2615,1631,11725,8623,6304,3231,3073,,4,520,517,4948,750,3869,597,807,1792,2433,593,64,1783,308,2939,1792,1716,122,,,72,617,667,1437,6154,,373,2478,464,289,5719,2613.0,tenerife,magdalena,magdalena,magdalena,100,27,magdalena,tenerife,tenerife,100,,,,,,,,,,,,,False
679,MAGDALENA-ZAPAYAN,2018,Colombia,MAGDALENA,ZAPAYAN,8606,4548,4058,,1,18,717,6537,1325,4757,1115,1284,3311,2602,620,39,2676,155,3957,2435,2326,798,,,157,1955,1969,1947,8196,,1884,8534,3615,502,8514,8593,3660,1900,1760,,0,12,339,2816,518,2084,419,522,1338,1118,324,28,1057,88,1711,891,845,211,,,8,800,811,794,3508,,329,3600,1015,24,3592,3649.0,zapayan,magdalena,magdalena,magdalena,100,28,magdalena,zapayan,zapayan,100,,,,,,,,,,,,,False
680,MAGDALENA-ZONA BANANERA,2018,Colombia,MAGDALENA,ZONA BANANERA,66802,34063,32739,,301,29634,2405,52733,6998,39970,4847,6399,22555,27692,2977,53,21076,1455,29363,16887,15004,1731,,,237,15211,6103,14883,60460,,34174,66380,7084,919,64854,26609,4355,2196,2159,,2,2332,335,3617,305,2874,233,319,1354,1860,368,13,1446,152,1892,1126,1083,79,,,34,1040,133,978,4226,,452,4289,327,120,4003,525.0,zona bananera,magdalena,magdalena,magdalena,100,29,magdalena,zona bananera,zona bananera,100,,,,,,,,,,,,,False
681,META-VILLAVICENCIO,2018,Colombia,META,VILLAVICENCIO,451212,222585,228627,,1630,4138,19530,392245,14549,328118,8841,19737,104501,174892,92721,13493,183556,23215,161283,187419,181506,248,,,1290,13294,4631,68519,437692,,36981,43244,710,3859,204107,14521,419657,205476,214181,,1281,3813,17662,365949,13180,306487,7924,18244,95454,163438,87902,12760,171196,22155,149960,174028,168658,162,,,928,6838,2247,61795,408588,,19782,22119,467,2816,182549,6876.0,villavicencio,meta,meta,meta,100,0,meta,villavicencio,villavicencio,100,,,,,,,,,,,,,False
682,META-ACACIAS,2018,Colombia,META,ACACIAS,78199,40719,37480,,140,846,4370,68254,3013,56908,1902,4046,22299,33448,10628,1183,29060,4364,27749,28518,27302,28,,,436,3336,2122,15689,71726,,6066,10966,60,1337,49709,6860,60044,29251,30793,,65,349,3314,52591,2250,43472,1419,2994,16014,25178,9369,1082,24019,3601,21936,22915,21859,6,,,89,267,115,11775,57975,,476,902,14,297,36846,337.0,acacias,meta,meta,meta,100,1,meta,acacias,acacias,100,,,,,,,,,,,,,False
683,META-BARRANCA DE UPIA,2018,Colombia,META,BARRANCA DE UPIA,5946,3003,2943,,3,20,288,5014,366,3932,218,361,2113,2471,415,20,2182,206,2283,2215,2032,18,,,130,467,415,1437,5551,,1110,1458,52,385,4605,1238,4383,2170,2213,,1,16,210,3691,280,2881,169,259,1452,1917,319,16,1622,149,1664,1488,1352,3,,,38,70,51,963,4077,,211,267,8,124,3172,173.0,barranca upia,meta,meta,meta,100,2,meta,barranca upia,barranca upia,100,,,,,,,,,,,,,False
684,META-CABUYARO,2018,Colombia,META,CABUYARO,5432,2995,2437,,113,176,384,4494,424,3635,291,426,1914,2159,403,16,2029,252,1804,2199,2056,48,,,147,448,316,1360,4867,,1118,1367,109,415,4346,962,2836,1445,1391,,36,56,178,2370,177,1866,115,185,846,1183,321,13,1015,194,980,1099,1056,2,,,11,37,8,683,2641,,61,96,4,20,2147,19.0,cabuyaro,meta,meta,meta,100,3,meta,cabuyaro,cabuyaro,100,,,,,,,,,,,,,False
685,META-CASTILLA LA NUEVA,2018,Colombia,META,CASTILLA LA NUEVA,13611,7056,6555,,30,93,745,11834,611,9656,403,829,4190,5504,1773,114,4935,1167,5038,4469,4242,8,,,142,1165,862,3221,13080,,1372,4176,23,472,11235,3047,6154,3157,2997,,5,64,298,5391,233,4403,136,332,1528,2487,1169,91,2305,641,2113,2118,1970,1,,,75,165,12,1296,5830,,41,587,2,254,4284,35.0,castilla la nueva,meta,meta,meta,100,4,meta,castilla la nueva,castilla la nueva,100,,,,,,,,,,,,,False
686,META-CUBARRAL,2018,Colombia,META,CUBARRAL,6377,3218,3159,,11,72,658,5499,342,4467,253,408,2224,2474,653,77,2481,183,2592,3155,2984,33,,,145,700,542,1907,6035,,819,1770,70,315,5178,1293,4487,2151,2336,,6,67,532,3902,218,3148,161,282,1436,1815,519,54,1757,149,1805,1984,1872,1,,,15,74,13,1240,4309,,173,224,4,26,3508,25.0,cubarral,meta,meta,meta,100,5,meta,cubarral,cubarral,100,,,,,,,,,,,,,False
687,META-CUMARAL,2018,Colombia,META,CUMARAL,21397,10636,10761,,22,315,1276,18546,1134,15225,728,1301,6807,8597,2694,236,8408,1025,8173,7944,7761,19,,,157,1356,1504,5026,20846,,4563,4215,61,449,16805,4737,14382,6887,7495,,12,77,992,12531,714,10387,455,845,4167,5805,2193,187,5669,790,5550,5242,5105,3,,,66,122,89,2969,14152,,364,447,4,213,10152,313.0,cumaral,meta,meta,meta,100,6,meta,cumaral,cumaral,100,,,,,,,,,,,,,False
688,META-EL CALVARIO,2018,Colombia,META,EL CALVARIO,1575,866,709,,1,11,227,1401,48,1096,27,50,634,633,109,39,451,112,598,804,794,2,,,56,263,264,474,1373,,382,698,2,149,1299,698,530,268,262,,1,5,53,468,11,345,5,15,156,243,48,22,150,6,196,195,188,0,,,4,6,8,134,426,,18,14,0,6,381,16.0,el calvario,meta,meta,meta,100,7,meta,el calvario,el calvario,100,,,,,,,,,,,,,False
689,META-EL CASTILLO,2018,Colombia,META,EL CASTILLO,7397,3889,3508,,3,22,454,6172,621,4874,468,703,3154,2608,319,20,2737,268,2994,3113,3051,158,,,321,1147,1125,2311,7180,,2538,3371,389,853,7063,3313,2925,1458,1467,,2,12,207,2461,206,1927,137,240,1036,1158,214,13,1066,172,1076,1082,1040,6,,,31,49,21,872,2803,,80,136,14,84,2703,58.0,el castillo,meta,meta,meta,100,8,meta,el castillo,el castillo,100,META,EL CASTILLO,3.5647959,-73.7942913,"El Castillo, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",el castillo,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
690,META-EL DORADO,2018,Colombia,META,EL DORADO,3699,1898,1801,,17,53,322,3166,249,2555,195,278,1361,1441,321,17,1325,111,1617,1656,1525,21,,,89,538,544,1138,3475,,517,1544,49,221,3201,1551,1332,640,692,,1,14,97,1156,72,951,55,86,416,556,157,10,430,73,633,614,560,1,,,11,18,11,358,1245,,29,53,1,32,990,32.0,el dorado,meta,meta,meta,100,9,meta,el dorado,el dorado,100,META,EL DORADO,3.7393505,-73.8350537,"El Dorado, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",el dorado,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
691,META-FUENTE DE ORO,2018,Colombia,META,FUENTE DE ORO,11599,5954,5645,,8,70,1105,9743,961,7790,752,1040,4356,4260,931,83,4436,354,4737,4790,4544,128,,,167,1081,1072,3309,11153,,5013,3388,347,481,10405,3400,6698,3336,3362,,4,54,725,5724,452,4641,350,500,2144,2649,783,71,2662,257,2638,2485,2313,19,,,24,31,33,1779,6390,,436,83,39,67,5593,104.0,fuente oro,meta,meta,meta,100,10,meta,fuente oro,fuente oro,100,META,FUENTE DE ORO,3.3929567,-73.5973604,"Fuente de Oro, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",fuente oro,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
692,META-GRANADA,2018,Colombia,META,GRANADA,64932,31967,32965,,140,651,2803,55533,3463,44769,2346,4463,21419,25734,6491,796,25952,2235,24150,29076,26666,386,,,596,3677,3413,16958,61271,,29678,11366,988,1555,49140,10360,54755,26631,28124,,127,624,2505,46902,2688,37922,1736,3507,17153,22056,6055,756,21953,2087,20068,24866,22578,239,,,436,1563,1387,13968,51541,,23961,4598,596,1111,39642,3938.0,granada,meta,meta,meta,100,11,meta,granada,granada,100,META,GRANADA,3.548259,-73.7051174,"Granada, Subregión Ariari, Meta, RAP (Especial) Central, 504001, Colombia",granada,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
693,META-GUAMAL,2018,Colombia,META,GUAMAL,13857,6914,6943,,12,64,1122,12169,607,10007,429,754,4165,5918,1755,166,5566,808,5166,5121,4827,21,,,133,1429,914,3461,13353,,542,4687,43,387,11110,2962,9515,4652,4863,,11,58,881,8375,364,6897,245,484,2546,4234,1337,123,3989,576,3352,3286,3064,4,,,30,173,68,2247,9153,,112,591,10,97,7195,237.0,guamal,meta,meta,meta,100,12,meta,guamal,guamal,100,,,,,,,,,,,,,False
694,META-MAPIRIPAN,2018,Colombia,META,MAPIRIPAN,6036,3272,2764,,1668,77,198,4230,704,3164,492,715,2466,1472,245,18,1816,125,2106,2008,1872,555,,,1105,1176,1107,1571,5502,,3688,4007,2005,3715,5262,3724,2434,1285,1149,,212,47,92,1949,230,1518,149,226,861,856,218,14,1028,46,730,739,622,29,,,76,149,72,605,2080,,328,609,160,306,2134,299.0,mapiripan,meta,meta,meta,100,13,meta,mapiripan,mapiripan,100,META,MAPIRIPAN,2.8933959,-72.132043,"Mapiripán, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",mapiripan,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
695,META-MESETAS,2018,Colombia,META,MESETAS,9751,5173,4578,,573,91,827,7958,896,6292,667,934,4280,3094,497,33,3853,115,3923,4443,4286,313,,,696,1810,1842,3206,9231,,3895,5013,848,1950,9082,5122,4086,1991,2095,,98,32,386,3417,309,2695,210,330,1452,1533,382,22,1587,92,1634,1660,1639,4,,,18,27,25,1242,4037,,31,71,13,50,3599,80.0,mesetas,meta,meta,meta,100,14,meta,mesetas,mesetas,100,META,MESETAS,3.3840276,-74.0438661,"Mesetas, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",mesetas,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
696,META-LA MACARENA,2018,Colombia,META,LA MACARENA,23877,12862,11015,,924,117,1470,19077,1939,14494,1151,1850,11073,7387,621,50,6954,276,10534,9091,8701,1848,,,4833,5433,5376,6547,22309,,19381,18036,5834,15802,21854,17860,4130,2070,2060,,94,52,421,3493,255,2706,162,284,1447,1646,349,22,1706,84,1482,1633,1568,14,,,68,160,87,1014,3951,,849,492,33,196,3302,236.0,la macarena,meta,meta,meta,100,15,meta,la macarena,la macarena,100,META,LA MACARENA,2.1833828,-73.7857879,"La Macarena, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",la macarena,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
697,META-URIBE,2018,Colombia,META,URIBE,8549,4827,3722,,413,23,399,6582,789,4947,611,755,4006,2386,187,23,2889,165,3148,3062,2954,820,,,1318,1712,1800,2377,7529,,6082,5243,2397,3957,7414,5566,1946,1066,880,,62,13,86,1442,123,1049,83,120,601,709,110,16,522,51,630,641,601,0,,,14,20,12,385,1479,,49,66,0,55,1241,42.0,uribe,meta,meta,meta,100,16,meta,uribe,uribe,100,META,URIBE,3.2413296,-74.3510657,"Uribe, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",uribe,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
698,META-LEJANIAS,2018,Colombia,META,LEJANIAS,10576,5492,5084,,90,43,955,8833,875,7092,603,929,4615,3732,347,54,4026,199,4358,3896,3801,94,,,433,1776,1763,3104,10237,,3038,5649,249,1281,9970,5609,4563,2245,2318,,1,16,410,3838,317,3038,184,337,1743,1797,220,41,1772,101,1725,1501,1466,1,,,20,28,14,1235,4382,,27,62,2,63,4021,34.0,lejanias,meta,meta,meta,100,17,meta,lejanias,lejanias,100,META,LEJANIAS,3.5265098,-74.0226232,"Lejanías, Subregión Ariari, Meta, RAP (Especial) Central, 506061, Colombia",lejanias,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
699,META-PUERTO CONCORDIA,2018,Colombia,META,PUERTO CONCORDIA,8086,4353,3733,,581,138,421,6442,852,4913,544,907,3451,2506,431,23,2648,253,3353,3248,3108,752,,,1099,1494,1544,2410,7647,,4848,4478,2100,3105,7445,4688,3256,1637,1619,,92,21,122,2737,216,2112,123,245,1190,1162,334,19,1288,95,1220,1304,1230,12,,,24,75,53,885,3168,,478,244,53,86,2848,205.0,puerto concordia,meta,meta,meta,100,18,meta,puerto concordia,puerto concordia,100,META,PUERTO CONCORDIA,2.7730746,-72.6862902,"Puerto Concordia, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",puerto concordia,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
700,META-PUERTO GAITAN,2018,Colombia,META,PUERTO GAITAN,41017,21966,19051,,12580,378,1701,32079,3373,24806,1850,3729,14165,14576,2794,170,12167,2295,15166,12897,9596,1828,,,3141,5738,4683,9237,27592,,23547,23753,9361,14020,35426,19672,20349,10452,9897,,1022,320,1238,17199,965,13773,508,1207,5696,8841,2241,134,8056,1495,6486,7344,6010,26,,,92,1681,288,4784,17978,,6768,6164,84,319,16504,958.0,puerto gaitan,meta,meta,meta,100,19,meta,puerto gaitan,puerto gaitan,100,,,,,,,,,,,,,False
701,META-PUERTO LOPEZ,2018,Colombia,META,PUERTO LOPEZ,28270,14396,13874,,1310,227,1303,23877,1874,19040,1295,1963,9773,11665,2159,200,10022,1778,10945,11246,10566,257,,,524,2178,2372,7736,26613,,6101,7352,989,1630,24953,7965,18154,8979,9175,,80,175,1004,15512,1099,12479,760,1194,5682,7708,1813,170,6560,1234,7060,6823,6305,10,,,100,288,184,4877,17269,,645,901,25,318,15243,563.0,puerto lopez,meta,meta,meta,100,20,meta,puerto lopez,puerto lopez,100,,,,,,,,,,,,,False
702,META-PUERTO LLERAS,2018,Colombia,META,PUERTO LLERAS,8982,4851,4131,,58,51,520,7446,715,5935,510,768,3717,3221,434,34,3532,372,3192,4128,3963,245,,,823,1906,1644,2655,8414,,6095,5646,617,2150,8218,4753,3863,1936,1927,,18,43,254,3185,309,2552,216,319,1329,1508,295,26,1512,243,1357,1477,1429,23,,,48,334,36,1010,3751,,1527,1086,63,152,3440,93.0,puerto lleras,meta,meta,meta,100,21,meta,puerto lleras,puerto lleras,100,META,PUERTO LLERAS,3.2697276,-73.3756016,"Puerto Lleras, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",puerto lleras,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
703,META-PUERTO RICO,2018,Colombia,META,PUERTO RICO,11433,6262,5171,,17,271,1342,9150,1013,7151,726,1093,4814,3588,606,36,4707,176,3933,5259,4904,756,,,1725,1983,1990,3588,10352,,7116,5040,1686,4360,10231,5075,6313,3286,3027,,13,165,792,5108,454,4008,295,513,2248,2221,536,26,2570,133,2206,2164,1881,32,,,67,69,97,1667,5547,,2256,199,85,199,5381,302.0,puerto rico,meta,meta,meta,100,22,meta,puerto rico,puerto rico,100,META,PUERTO RICO,2.9402122,-73.2051337,"Puerto Rico, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",puerto rico,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
704,META-RESTREPO,2018,Colombia,META,RESTREPO,17610,8845,8765,,23,69,1154,15609,647,12940,403,783,4876,7078,3000,458,7182,795,6568,7987,7868,10,,,75,1645,817,3988,17034,,2891,5147,26,192,12579,2484,12124,5924,6200,,8,46,824,10752,370,8916,209,457,3006,5059,2294,272,4967,646,4420,5425,5342,1,,,15,107,8,2526,11808,,25,354,1,40,8045,17.0,restrepo,meta,meta,meta,100,23,meta,restrepo,restrepo,100,,,,,,,,,,,,,False
705,META-SAN CARLOS DE GUAROA,2018,Colombia,META,SAN CARLOS DE GUAROA,11512,6091,5421,,36,269,616,9742,642,7672,405,608,4399,4740,592,37,4448,484,4097,4364,4105,49,,,186,407,406,2899,10932,,1930,1269,130,571,9383,1285,5963,3049,2914,,15,79,280,5050,294,3988,198,275,2233,2477,330,24,2311,324,2086,2291,2154,12,,,51,38,28,1591,5701,,283,104,30,163,5089,89.0,san carlos guaroa,meta,meta,meta,100,24,meta,san carlos guaroa,san carlos guaroa,100,,,,,,,,,,,,,False
706,META-SAN JUAN DE ARAMA,2018,Colombia,META,SAN JUAN DE ARAMA,8242,4392,3850,,7,32,831,6858,631,5553,466,750,3335,2804,548,52,2994,312,3311,3415,3144,70,,,384,1367,1379,2459,7109,,3228,3923,145,954,7159,3967,4066,2077,1989,,5,28,411,3336,277,2708,197,345,1333,1442,437,43,1437,265,1563,1586,1447,11,,,43,51,39,1093,3428,,221,132,25,132,3238,114.0,san juan arama,meta,meta,meta,100,25,meta,san juan arama,san juan arama,100,META,SAN JUAN DE ARAMA,3.3712076,-73.8721934,"San Juan de Arama, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",san juan arama,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
707,META-SAN JUANITO,2018,Colombia,META,SAN JUANITO,1149,600,549,,8,3,169,1006,35,791,21,59,474,407,88,14,332,14,540,453,434,1,,,49,153,151,280,1077,,386,492,1,174,876,492,667,336,331,,3,0,109,581,19,453,14,39,210,263,75,14,205,11,275,242,225,1,,,18,9,7,135,596,,12,21,1,59,403,24.0,san juanito,meta,meta,meta,100,26,meta,san juanito,san juanito,100,,,,,,,,,,,,,False
708,META-SAN MARTIN,2018,Colombia,META,SAN MARTIN,22281,11024,11257,,86,163,935,19283,1204,15589,838,1446,7437,9547,1822,209,8148,1141,8590,9020,8715,85,,,366,1649,1364,6236,21225,,4238,5119,202,1013,19040,4149,16828,8075,8753,,21,82,598,14728,761,12111,527,939,5172,7506,1648,199,6207,973,6711,6682,6510,7,,,71,95,65,4659,16512,,155,297,16,223,14141,200.0,san martin,meta,meta,meta,100,27,meta,san martin,san martin,100,,,,,,,,,,,,,False
709,META-VISTAHERMOSA,2018,Colombia,META,VISTAHERMOSA,16525,8800,7725,,24,227,1884,13563,1618,10558,1226,1621,7431,5337,700,66,6736,506,6144,7428,7210,596,,,1738,3213,2690,5095,16035,,7037,9283,1458,4679,14941,7648,7195,3543,3652,,11,148,752,6020,577,4692,404,614,2805,2563,532,55,2751,344,2735,2979,2850,10,,,45,270,23,1981,7033,,785,792,29,104,5927,65.0,vistahermosa,meta,meta,meta,100,28,meta,vistahermosa,vistahermosa,100,META,VISTAHERMOSA,3.1160708,-73.7446066,"Cementerio municipal Vistahermosa, Vista Hermosa, Subregión Ariari, Meta, RAP (Especial) Central, Colombia",vistahermosa,meta,0.0,1.0,846654806.58,215.60126354,692.668742221,True
710,NARIÑO-PASTO,2018,Colombia,NARIÑO,PASTO,352326,166804,185522,,7905,3201,37738,315714,12356,275374,9313,13948,97977,127268,72623,15530,148372,19766,136408,130789,119793,299,,,334,11230,10880,55400,324255,,6167,40962,825,840,178056,39383,274200,128993,145207,,2910,2889,29483,248033,7493,218360,5453,9469,63919,98688,67649,15241,115568,16382,106006,105477,96718,94,,,142,1035,910,36811,252287,,1127,3268,264,332,109658,2599.0,pasto,narino,narino,narino,100,0,narino,pasto,pasto,100,,,,,,,,,,,,,False
711,NARIÑO-ALBAN,2018,Colombia,NARIÑO,ALBAN,8197,4149,4048,,15,23,2134,6994,729,5976,620,689,3776,2619,516,84,2209,1339,3629,2540,2350,36,,,39,1502,1701,2425,7858,,2201,4989,86,92,8030,5635,2312,1117,1195,,5,13,505,2036,133,1761,98,125,771,880,311,59,637,347,1019,758,711,2,,,3,57,47,666,2225,,43,156,2,4,2153,112.0,alban,narino,narino,narino,100,1,narino,alban,alban,100,,,,,,,,,,,,,False
712,NARIÑO-ALDANA,2018,Colombia,NARIÑO,ALDANA,6872,3316,3556,,5352,10,1216,6067,355,5124,271,380,3253,2150,597,39,2617,194,3081,2164,2104,21,,,27,1036,1019,1758,6733,,1070,3644,62,78,6434,3575,1517,743,774,,1130,5,157,1359,50,1162,33,55,512,576,234,29,562,66,656,426,411,0,,,0,7,4,318,1476,,20,23,0,0,1190,12.0,aldana,narino,narino,narino,100,2,narino,aldana,aldana,100,,,,,,,,,,,,,False
